base	raw_unique_file	raw_other_file	filtered_file	UU_raw	UM_raw	UU_filtered	UM_filtered	U_m_R	U_m_D
run_0015_alignments_sorted__run_0006_alignments_sorted	run_0015_alignments_sorted__run_0006_alignments_sorted_Unique_RNA.tab.rc	run_0015_alignments_sorted__run_0006_alignments_sorted_Other.tab.rc	run_0015_alignments_sorted__run_0006_alignments_sorted_Unique_RNAfiltered_run_0015_alignments_sorted__run_0006_alignments_sorted_Unique_RNA.tab.rc	46581	95193	46441	94991	161356	284333
run_0019_alignments_sorted__run_0044_alignments_sorted	run_0019_alignments_sorted__run_0044_alignments_sorted_Unique_RNA.tab.rc	run_0019_alignments_sorted__run_0044_alignments_sorted_Other.tab.rc	run_0019_alignments_sorted__run_0044_alignments_sorted_Unique_RNAfiltered_run_0019_alignments_sorted__run_0044_alignments_sorted_Unique_RNA.tab.rc	47427	94512	47425	94512	161961	287880
run_0022_alignments_sorted__run_0024_alignments_sorted	run_0022_alignments_sorted__run_0024_alignments_sorted_Unique_RNA.tab.rc	run_0022_alignments_sorted__run_0024_alignments_sorted_Other.tab.rc	run_0022_alignments_sorted__run_0024_alignments_sorted_Unique_RNAfiltered_run_0022_alignments_sorted__run_0024_alignments_sorted_Unique_RNA.tab.rc	47070	94907	46993	94885	161607	286605
run_0024_alignments_sorted__run_0051_alignments_sorted	run_0024_alignments_sorted__run_0051_alignments_sorted_Unique_RNA.tab.rc	run_0024_alignments_sorted__run_0051_alignments_sorted_Other.tab.rc	run_0024_alignments_sorted__run_0051_alignments_sorted_Unique_RNAfiltered_run_0024_alignments_sorted__run_0051_alignments_sorted_Unique_RNA.tab.rc	47343	94805	47307	94805	161961	287369
run_0026_alignments_sorted__run_0039_alignments_sorted	run_0026_alignments_sorted__run_0039_alignments_sorted_Unique_RNA.tab.rc	run_0026_alignments_sorted__run_0039_alignments_sorted_Other.tab.rc	run_0026_alignments_sorted__run_0039_alignments_sorted_Unique_RNAfiltered_run_0026_alignments_sorted__run_0039_alignments_sorted_Unique_RNA.tab.rc	47424	94512	47423	94512	161961	287866
run_0027_alignments_sorted__run_0063_alignments_sorted	run_0027_alignments_sorted__run_0063_alignments_sorted_Unique_RNA.tab.rc	run_0027_alignments_sorted__run_0063_alignments_sorted_Other.tab.rc	run_0027_alignments_sorted__run_0063_alignments_sorted_Unique_RNAfiltered_run_0027_alignments_sorted__run_0063_alignments_sorted_Unique_RNA.tab.rc	86102	176155	86018	176155	296412	285485
run_0028_alignments_sorted__run_0067_alignments_sorted	run_0028_alignments_sorted__run_0067_alignments_sorted_Unique_RNA.tab.rc	run_0028_alignments_sorted__run_0067_alignments_sorted_Other.tab.rc	run_0028_alignments_sorted__run_0067_alignments_sorted_Unique_RNAfiltered_run_0028_alignments_sorted__run_0067_alignments_sorted_Unique_RNA.tab.rc	90367	184304	90355	184301	310625	287620
run_0030_alignments_sorted__run_0045_alignments_sorted	run_0030_alignments_sorted__run_0045_alignments_sorted_Unique_RNA.tab.rc	run_0030_alignments_sorted__run_0045_alignments_sorted_Other.tab.rc	run_0030_alignments_sorted__run_0045_alignments_sorted_Unique_RNAfiltered_run_0030_alignments_sorted__run_0045_alignments_sorted_Unique_RNA.tab.rc	43789	100515	43271	100515	161961	265877
run_0033_alignments_sorted__run_0046_alignments_sorted	run_0033_alignments_sorted__run_0046_alignments_sorted_Unique_RNA.tab.rc	run_0033_alignments_sorted__run_0046_alignments_sorted_Other.tab.rc	run_0033_alignments_sorted__run_0046_alignments_sorted_Unique_RNAfiltered_run_0033_alignments_sorted__run_0046_alignments_sorted_Unique_RNA.tab.rc	44755	89965	39547	79498	153586	286989
run_0039_alignments_sorted__run_0064_alignments_sorted	run_0039_alignments_sorted__run_0064_alignments_sorted_Unique_RNA.tab.rc	run_0039_alignments_sorted__run_0064_alignments_sorted_Other.tab.rc	run_0039_alignments_sorted__run_0064_alignments_sorted_Unique_RNAfiltered_run_0039_alignments_sorted__run_0064_alignments_sorted_Unique_RNA.tab.rc	47231	94255	47130	94014	161434	287866
run_0040_alignments_sorted__run_0005_alignments_sorted	run_0040_alignments_sorted__run_0005_alignments_sorted_Unique_RNA.tab.rc	run_0040_alignments_sorted__run_0005_alignments_sorted_Other.tab.rc	run_0040_alignments_sorted__run_0005_alignments_sorted_Unique_RNAfiltered_run_0040_alignments_sorted__run_0005_alignments_sorted_Unique_RNA.tab.rc	46985	94913	46783	94671	161431	286243
run_0042_alignments_sorted__run_0078_alignments_sorted	run_0042_alignments_sorted__run_0078_alignments_sorted_Unique_RNA.tab.rc	run_0042_alignments_sorted__run_0078_alignments_sorted_Other.tab.rc	run_0042_alignments_sorted__run_0078_alignments_sorted_Unique_RNAfiltered_run_0042_alignments_sorted__run_0078_alignments_sorted_Unique_RNA.tab.rc	77574	156574	77477	156574	265327	286988
run_0043_alignments_sorted__run_0022_alignments_sorted	run_0043_alignments_sorted__run_0022_alignments_sorted_Unique_RNA.tab.rc	run_0043_alignments_sorted__run_0022_alignments_sorted_Other.tab.rc	run_0043_alignments_sorted__run_0022_alignments_sorted_Unique_RNAfiltered_run_0043_alignments_sorted__run_0022_alignments_sorted_Unique_RNA.tab.rc	47270	94404	47117	94045	161653	287866
run_0044_alignments_sorted__run_0057_alignments_sorted	run_0044_alignments_sorted__run_0057_alignments_sorted_Unique_RNA.tab.rc	run_0044_alignments_sorted__run_0057_alignments_sorted_Other.tab.rc	run_0044_alignments_sorted__run_0057_alignments_sorted_Unique_RNAfiltered_run_0044_alignments_sorted__run_0057_alignments_sorted_Unique_RNA.tab.rc	47300	94400	47162	94085	161684	287866
run_0045_alignments_sorted__run_0086_alignments_sorted	run_0045_alignments_sorted__run_0086_alignments_sorted_Unique_RNA.tab.rc	run_0045_alignments_sorted__run_0086_alignments_sorted_Other.tab.rc	run_0045_alignments_sorted__run_0086_alignments_sorted_Unique_RNAfiltered_run_0045_alignments_sorted__run_0086_alignments_sorted_Unique_RNA.tab.rc	47424	94512	47423	94512	161961	287866
run_0046_alignments_sorted__run_0027_alignments_sorted	run_0046_alignments_sorted__run_0027_alignments_sorted_Unique_RNA.tab.rc	run_0046_alignments_sorted__run_0027_alignments_sorted_Other.tab.rc	run_0046_alignments_sorted__run_0027_alignments_sorted_Unique_RNAfiltered_run_0046_alignments_sorted__run_0027_alignments_sorted_Unique_RNA.tab.rc	42446	102089	40175	101913	161574	258135
run_0048_alignments_sorted__run_0042_alignments_sorted	run_0048_alignments_sorted__run_0042_alignments_sorted_Unique_RNA.tab.rc	run_0048_alignments_sorted__run_0042_alignments_sorted_Other.tab.rc	run_0048_alignments_sorted__run_0042_alignments_sorted_Unique_RNAfiltered_run_0048_alignments_sorted__run_0042_alignments_sorted_Unique_RNA.tab.rc	43778	100134	43153	99882	161431	266467
run_0049_alignments_sorted__run_0019_alignments_sorted	run_0049_alignments_sorted__run_0019_alignments_sorted_Unique_RNA.tab.rc	run_0049_alignments_sorted__run_0019_alignments_sorted_Other.tab.rc	run_0049_alignments_sorted__run_0019_alignments_sorted_Unique_RNAfiltered_run_0049_alignments_sorted__run_0019_alignments_sorted_Unique_RNA.tab.rc	47426	94511	47423	94511	161962	287866
run_0050_alignments_sorted__run_0055_alignments_sorted	run_0050_alignments_sorted__run_0055_alignments_sorted_Unique_RNA.tab.rc	run_0050_alignments_sorted__run_0055_alignments_sorted_Other.tab.rc	run_0050_alignments_sorted__run_0055_alignments_sorted_Unique_RNAfiltered_run_0050_alignments_sorted__run_0055_alignments_sorted_Unique_RNA.tab.rc	47090	95004	46861	94653	161739	286593
run_0051_alignments_sorted__run_0028_alignments_sorted	run_0051_alignments_sorted__run_0028_alignments_sorted_Unique_RNA.tab.rc	run_0051_alignments_sorted__run_0028_alignments_sorted_Other.tab.rc	run_0051_alignments_sorted__run_0028_alignments_sorted_Unique_RNAfiltered_run_0051_alignments_sorted__run_0028_alignments_sorted_Unique_RNA.tab.rc	47374	94466	47350	94421	161858	287866
run_0055_alignments_sorted__run_0030_alignments_sorted	run_0055_alignments_sorted__run_0030_alignments_sorted_Unique_RNA.tab.rc	run_0055_alignments_sorted__run_0030_alignments_sorted_Other.tab.rc	run_0055_alignments_sorted__run_0030_alignments_sorted_Unique_RNAfiltered_run_0055_alignments_sorted__run_0030_alignments_sorted_Unique_RNA.tab.rc	44452	89937	43976	89100	152970	286546
run_0056_alignments_sorted__run_0090_alignments_sorted	run_0056_alignments_sorted__run_0090_alignments_sorted_Unique_RNA.tab.rc	run_0056_alignments_sorted__run_0090_alignments_sorted_Other.tab.rc	run_0056_alignments_sorted__run_0090_alignments_sorted_Unique_RNAfiltered_run_0056_alignments_sorted__run_0090_alignments_sorted_Unique_RNA.tab.rc	86869	175137	86867	175137	296587	287866
run_0057_alignments_sorted__run_0049_alignments_sorted	run_0057_alignments_sorted__run_0049_alignments_sorted_Unique_RNA.tab.rc	run_0057_alignments_sorted__run_0049_alignments_sorted_Other.tab.rc	run_0057_alignments_sorted__run_0049_alignments_sorted_Unique_RNAfiltered_run_0057_alignments_sorted__run_0049_alignments_sorted_Unique_RNA.tab.rc	47263	94945	47205	94945	161961	286951
run_0059_alignments_sorted__run_0056_alignments_sorted	run_0059_alignments_sorted__run_0056_alignments_sorted_Unique_RNA.tab.rc	run_0059_alignments_sorted__run_0056_alignments_sorted_Other.tab.rc	run_0059_alignments_sorted__run_0056_alignments_sorted_Unique_RNAfiltered_run_0059_alignments_sorted__run_0056_alignments_sorted_Unique_RNA.tab.rc	47283	94886	47227	94886	161961	287006
run_0063_alignments_sorted__run_0010_alignments_sorted	run_0063_alignments_sorted__run_0010_alignments_sorted_Unique_RNA.tab.rc	run_0063_alignments_sorted__run_0010_alignments_sorted_Other.tab.rc	run_0063_alignments_sorted__run_0010_alignments_sorted_Unique_RNAfiltered_run_0063_alignments_sorted__run_0010_alignments_sorted_Unique_RNA.tab.rc	63860	64350	63781	64274	161476	389622
run_0064_alignments_sorted__run_0093_alignments_sorted	run_0064_alignments_sorted__run_0093_alignments_sorted_Unique_RNA.tab.rc	run_0064_alignments_sorted__run_0093_alignments_sorted_Other.tab.rc	run_0064_alignments_sorted__run_0093_alignments_sorted_Unique_RNAfiltered_run_0064_alignments_sorted__run_0093_alignments_sorted_Unique_RNA.tab.rc	47286	94889	47227	94889	161966	286989
run_0067_alignments_sorted__run_0040_alignments_sorted	run_0067_alignments_sorted__run_0040_alignments_sorted_Unique_RNA.tab.rc	run_0067_alignments_sorted__run_0040_alignments_sorted_Other.tab.rc	run_0067_alignments_sorted__run_0040_alignments_sorted_Unique_RNAfiltered_run_0067_alignments_sorted__run_0040_alignments_sorted_Unique_RNA.tab.rc	80704	23727	80295	23573	161709	493451
run_0070_alignments_sorted__run_0002_alignments_sorted	run_0070_alignments_sorted__run_0002_alignments_sorted_Unique_RNA.tab.rc	run_0070_alignments_sorted__run_0002_alignments_sorted_Other.tab.rc	run_0070_alignments_sorted__run_0002_alignments_sorted_Unique_RNAfiltered_run_0070_alignments_sorted__run_0002_alignments_sorted_Unique_RNA.tab.rc	90417	184196	90413	184196	310524	287866
run_0073_alignments_sorted__run_0050_alignments_sorted	run_0073_alignments_sorted__run_0050_alignments_sorted_Unique_RNA.tab.rc	run_0073_alignments_sorted__run_0050_alignments_sorted_Other.tab.rc	run_0073_alignments_sorted__run_0050_alignments_sorted_Unique_RNAfiltered_run_0073_alignments_sorted__run_0050_alignments_sorted_Unique_RNA.tab.rc	47270	94515	47099	94132	161782	287725
run_0078_alignments_sorted__run_0073_alignments_sorted	run_0078_alignments_sorted__run_0073_alignments_sorted_Unique_RNA.tab.rc	run_0078_alignments_sorted__run_0073_alignments_sorted_Other.tab.rc	run_0078_alignments_sorted__run_0073_alignments_sorted_Unique_RNAfiltered_run_0078_alignments_sorted__run_0073_alignments_sorted_Unique_RNA.tab.rc	48780	90992	48775	90986	161859	296234
run_0082_alignments_sorted__run_0001_alignments_sorted	run_0082_alignments_sorted__run_0001_alignments_sorted_Unique_RNA.tab.rc	run_0082_alignments_sorted__run_0001_alignments_sorted_Other.tab.rc	run_0082_alignments_sorted__run_0001_alignments_sorted_Unique_RNAfiltered_run_0082_alignments_sorted__run_0001_alignments_sorted_Unique_RNA.tab.rc	93115	177522	93109	177521	310655	296364
run_0085_alignments_sorted__run_0033_alignments_sorted	run_0085_alignments_sorted__run_0033_alignments_sorted_Unique_RNA.tab.rc	run_0085_alignments_sorted__run_0033_alignments_sorted_Other.tab.rc	run_0085_alignments_sorted__run_0033_alignments_sorted_Unique_RNAfiltered_run_0085_alignments_sorted__run_0033_alignments_sorted_Unique_RNA.tab.rc	47127	94504	47017	94305	161356	287369
run_0086_alignments_sorted__run_0011_alignments_sorted	run_0086_alignments_sorted__run_0011_alignments_sorted_Unique_RNA.tab.rc	run_0086_alignments_sorted__run_0011_alignments_sorted_Other.tab.rc	run_0086_alignments_sorted__run_0011_alignments_sorted_Unique_RNAfiltered_run_0086_alignments_sorted__run_0011_alignments_sorted_Unique_RNA.tab.rc	86904	175181	86902	175181	296678	287866
run_0087_alignments_sorted__run_0004_alignments_sorted	run_0087_alignments_sorted__run_0004_alignments_sorted_Unique_RNA.tab.rc	run_0087_alignments_sorted__run_0004_alignments_sorted_Other.tab.rc	run_0087_alignments_sorted__run_0004_alignments_sorted_Unique_RNAfiltered_run_0087_alignments_sorted__run_0004_alignments_sorted_Unique_RNA.tab.rc	80926	23731	80925	23731	161961	493551
run_0088_alignments_sorted__run_0070_alignments_sorted	run_0088_alignments_sorted__run_0070_alignments_sorted_Unique_RNA.tab.rc	run_0088_alignments_sorted__run_0070_alignments_sorted_Other.tab.rc	run_0088_alignments_sorted__run_0070_alignments_sorted_Unique_RNAfiltered_run_0088_alignments_sorted__run_0070_alignments_sorted_Unique_RNA.tab.rc	47424	94512	47423	94512	161961	287866
run_0090_alignments_sorted__run_0059_alignments_sorted	run_0090_alignments_sorted__run_0059_alignments_sorted_Unique_RNA.tab.rc	run_0090_alignments_sorted__run_0059_alignments_sorted_Other.tab.rc	run_0090_alignments_sorted__run_0059_alignments_sorted_Unique_RNAfiltered_run_0090_alignments_sorted__run_0059_alignments_sorted_Unique_RNA.tab.rc	63819	64266	63750	64207	161393	389507
run_0091_alignments_sorted__run_0085_alignments_sorted	run_0091_alignments_sorted__run_0085_alignments_sorted_Unique_RNA.tab.rc	run_0091_alignments_sorted__run_0085_alignments_sorted_Other.tab.rc	run_0091_alignments_sorted__run_0085_alignments_sorted_Unique_RNAfiltered_run_0091_alignments_sorted__run_0085_alignments_sorted_Unique_RNA.tab.rc	47139	94729	47076	94707	161607	286989
run_0093_alignments_sorted__run_0048_alignments_sorted	run_0093_alignments_sorted__run_0048_alignments_sorted_Unique_RNA.tab.rc	run_0093_alignments_sorted__run_0048_alignments_sorted_Other.tab.rc	run_0093_alignments_sorted__run_0048_alignments_sorted_Unique_RNAfiltered_run_0093_alignments_sorted__run_0048_alignments_sorted_Unique_RNA.tab.rc	44236	88690	43817	87786	151705	287890
